Serial_Number,SourceLib,HMDB_Number,Compound,name_short,Derivatized_compound_name,Parent_Mass_of_derivatized_compound,RT,RI,MZ,Intensity,Intercept,Slope,,
30,Serum,HMDB00929,L-Tryptophan,-,L-Tryptophan,0,NA,2062,43 44 45 46 47 58 59 73 74 75 82.9 83.9 85 86 86.9 88.05 89.05 90.05 91.05 92.95 98.05 100.05 100.95 102.05 103.05 103.95 104.95 106.15 112.95 114.05 115.05 115.95 116.95 118.05 118.95 119.95 127.05 127.95 128.95 129.95 130.95 131.95 132.95 133.95 135.1 142 143 144 145 146.1 147 148 149 153.8 154.9 156 157 158 159 160 161 162.9 169 170 171 172 173 174 175 181.95 183.05 184.05 185.05 186.05 187.05 188.05 189.15 190.05 191.05 198.05 199.05 200.05 202.05 203.05 204.05 204.95 212.95 214.05 214.95 216.05 217.95 219.05 219.95 229.1 230.1 231.1 232.1 248.1 276.05 291.15 292.05 293.15 294.05 302.15 303.15 304.15 305.05 377.15 405.15 406.15,37112 26296 145728 10493 13582 11395 20264 628544 55216 50880 1048 2285 1169 3965 2452 845 1501 541 1697 992 944 25512 8886 7635 6082 1125 3098 626 659 878 4900 1946 4036 1443 2781 1010 541 1710 3928 17832 7891 10237 6382 2596 725 1058 2054 3048 7827 3504 21744 3850 1712 524 615 3483 1299 2952 2388 4068 1029 545 1427 4796 1393 5149 1312 3877 829 947 585 3997 2058 8007 2892 4856 1135 4901 937 958 3003 14277 275200 57680 16536 2386 576 1823 2408 1148 15865 2602 1182 1451 8144 1886 727 546 568 24288 7796 3031 910 2402 4001 1539 560 1146 1066 532,NA,NA,,
37,Organic Acid,,Lactic acid,,,,9.439,1058,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49 50.2 51.1 52.1 53 54 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62 63 64.1 66.1 69 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78 79.1 80.1 80.9 82.1 83.1 84 85.1 86.1 87.1 88.1 91.1 92.1 93.1 94.1 97.1 98.1 99.1 100 101.1 102.1 103 104 105.1 106 107 108 111.1 113 114.1 115 116.1 117.1 118.1 119.1 120.1 121 126 127 128.2 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136 137.1 141 142.1 143 144.1 145.1 147.1 148.1 149.1 150.1 151.1 152 153 154.1 155.1 156.1 157.1 158.1 159.1 160 161.1 162.1 163.1 164.2 165 166.1 170.1 171.1 172.2 173 174.1 175.1 176.1 177.1 178.1 185.1 186.1 188 190.1 191.1 192.1 193.1 194.1 195.1 203.1 204.1 205.1 206.1 207.1 208 217.1 219.1 220.1 221.1 222.1 223.1 233.1 234.2 235 263.1 281 307.2 308.2 309.2 381.2 382.2,687 2612 4156 51232 30064 147392 9998 27352 1392 900 320 4697 18216 3440 1073 32216 6298 11722 31704 78616 9663 21416 1498 1015 223 173568 1758 7704 12866 50288 1659392 150912 190912 11639 8110 1080 373 1647 917 358 1074 721 3934 4604 24528 117784 1348 194 702 6933 357 228 3282 3161 48304 41536 22176 3465 10369 1166 1103 181 295 3715 955 24360 21944 2130944 234816 96064 6334 1169 229 255 583 30640 6867 91648 15673 157312 21584 13639 1354 419 540 343 1774 1047 2428 2308096 377600 205760 21616 5957 512 158 470 301 207 482 262 1650 395 1809 332 1915 404 251 379 2821 676 229 475 2967 20976 3729 2146 303 983 199 259 539520 551104 128984 44712 5924 945 24016 4554 2706 286 758 161 2752 210496 40328 19928 2664 704 1303 609 335 291 567 1282 376 163 375 224 ,-0.00823,1.68954,0.9875,0.9834
87,Saliva,NA,Lactic acid,NA,Lactic acid,NA,,1058,41.9 43 43.9 44.9 47 55 58 58.9 61 65.9 73 74 75 87 87.95 116.95 118.05 132.95 147 148 148.9 189.95 190.95,1020 5026 1625 9147 2072 1280 3015 2591 1079 882 14822 1469 3064 542 922 4537 515 1327 9312 1087 761 922 1685 ,,,,
45,Organic Acid,,Levulinic acid,,,,14.546,1243.93,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49 50 51.1 52.1 53.1 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62 63 64 65 66.1 67.1 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.3 80 81.1 82.1 83 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92 93.6 94.3 95.1 96.1 97.1 98.1 99.1 100.1 101.1 102.1 103.1 104.1 105.1 108.9 110.1 111 112 113 114.1 115.1 116.1 117.1 118.1 119.1 120 121.1 124.2 125 126.1 127.1 128.1 129.1 130.1 131.1 132 133 134 135 140 141 142.1 143.1 144.1 145.1 146.1 147.1 148.1 149 150.1 151.1 152.1 153.1 154.1 154.9 156.1 157.1 158.1 159.1 160 161 163 167.9 169.1 170.1 171.1 172.1 173.1 174.1 175.1 176.1 177.1 184.1 186.1 187.1 188.1 189.1 190.1 191.1 192 192.9 193.2 202.1 203.1 204.1 205.1 207.1 208.1 209.1 217.2 218.2 219.1 220.1 221.1 222 223.1 247.1 248.1 249.1 250.1 251.1 260.2 261.1 262.1 263.2 264.1 265.1 267.1 273.1 279.1 281.1 290 291.1 363.2 378.1 379.2 380.2,2491 14832 46368 17288 8675 49112 3178 22896 1170 851 459 742 1242 5580 11359 49704 32224 7743 39344 50776 8141 20864 1360 902 286 280 1643 6696 213760 26304 8982 5547 17552 265920 28344 158976 11472 8386 1639 1160 883 1828 1000 4582 8421 14434 3890 3281 254336 22408 14589 944 1512 364 2081 87832 17448 9409 73880 664320 44760 4290 4328 589 394 241 436 752 3099 1595 2123 5595 4075 2742 1397 6862 820 384 284 258 3261 289536 41752 56960 15642 9376 1650 2200 283 495 977 639 69544 17096 7484 1933 1421 4780 838 4848 678 462 2613 788 2375 550 4373 1150 5269 925 907 885 217 376 496 43752 6282 3502 815 22960 4983 1429 524 313 51528 8047 3412 4199 1614 3647 755 382 403 6816 1141 358 476 1801 314 244 96968 15752 5550 469 3387 822 471 451 615 2376 619 438 178 720 474 1380 373 257 222 161 226 432 161 447 173 300 996 370 ,0.01481,0.40524,0.9088,0.8783
32,Serum,HMDB00673,Linoleic acid,LIN,Linoleic acid  trimethylsilyl esterI,352,34.945,2223,41.1 43.1 44.1 45 54.1 55.1 67.1 68.1 69.1 73 75 77 79.1 80.1 81.1 82.1 83.1 84.1 85.1 86.15 87.05 88.05 89.15 91.05 92.05 93.15 94.15 95.15 96.05 97.05 98.15 99.05 101.05 103.05 104.05 105.15 105.95 107.15 108.05 109.15 110.05 111.15 111.95 112.75 115.15 116.05 117.05 117.95 119.15 120.05 121.15 122.05 123.05 124.05 125.05 129.05 129.95 131.1 132.1 133 135.1 136.1 137.2 138.1 139.2 142.9 144.1 145.1 146 147.1 148.4 149.1 150.1 151.2 152.1 155.1 157 159.2 163.2 164.1 165.1 168.9 173 177.25 178.15 183.15 185.05 187.15 192.95 199.25 201.05 207.05 208.95 220.25 220.85 262.1 337.3 338.3,20360 9678 4784 4804 7325 16712 15852 5126 4984 22480 23496 4666 7523 3951 11652 5098 2302 799 679 254 206 226 593 2270 610 3442 2541 6550 4408 2243 527 454 254 296 213 1148 383 1817 1448 2658 1725 732 162 176 217 843 3938 375 615 330 1356 694 807 700 171 4573 773 1059 311 288 1054 1019 503 382 206 325 196 881 197 283 175 693 1245 243 235 331 179 283 289 660 356 155 411 322 749 173 209 258 189 206 163 555 224 352 213 436 1491 467,-0.0176,0.0004,,
27,Serum,HMDB00182,Lysine,LYS,Lysine  4TMS,434,31.169,1908,41.1 43.1 44.1 45.1 59.1 73.1 74.1 75.1 80.9 82.1 83.1 84 85.1 86.15 86.95 88.05 89.05 90.05 91.05 93.05 95.15 96.15 97.05 98.15 99.05 100.05 101.05 102.15 103.05 103.95 104.95 108.05 109.05 109.95 112.15 113.05 114.05 115.05 116.05 117.15 118.05 118.95 125.95 128.05 129.05 130.05 131.1 132 133.1 133.9 140 141.1 142.1 144.1 146.1 147.1 148 149.1 151.2 151.8 154.1 155.2 156.1 157.2 158.1 160.1 161 170 172.1 174.1 175.1 176.1 177.05 184.05 186.05 186.85 188.05 190.05 190.95 200.15 201.05 202.25 203.15 207.05 213.05 214.15 216.15 217.05 218.05 218.95 228.1 230.1 231.3 232.2 240.2 317.3 318.3 319.2 320.4 329.1 330.4 419.3 434.4 435,1970 3769 3567 6963 5880 48784 4434 4326 302 707 313 814 873 4661 422 3094 345 182 232 217 172 193 288 697 517 6134 846 1570 583 213 247 153 150 189 1121 509 1562 2412 947 946 189 339 626 5328 830 1810 1101 693 1130 160 644 159 694 217 888 3854 636 278 212 237 953 754 7601 1068 676 553 181 243 840 18128 3564 1154 163 156 1010 196 273 211 499 1685 409 655 178 435 201 544 300 200 889 273 625 2485 426 223 165 5587 1786 632 166 375 157 188 318 162,-0.2809,0.0022,,
74,Organic Acid,,m-Coumaric acid,,,,27.48,1879.22,41.1 42.1 43.1 44.1 45.1 46.1 47.1 48.1 49 50.1 51.1 52.1 53.1 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64.1 65.1 66.1 67 68.1 69.1 70.1 71.1 72.2 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93 94.1 95.1 96 97.1 97.9 99.1 100.1 101.1 102.1 103.1 104.1 105.1 106.1 107.1 108.1 109.1 110.1 111.1 111.8 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120.1 121.1 122.1 123.1 124.1 125.1 127.1 128.1 129.1 130.1 131.1 131.8 133.1 134.1 135.1 136.1 137.1 139.1 141.1 142.1 143.1 144.1 145.1 146.1 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154.1 155.1 156 157.1 158.1 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.1 169.1 170.1 171.1 172.1 173.1 174.1 175.1 176.1 177.1 178.1 179.1 180.1 181.1 182.1 183.1 184.2 185.1 186.1 187.1 188.1 189.1 190.1 191.1 192.1 193.1 194.1 195.1 196.1 197 198.1 199.1 200.2 201.1 203.1 204.1 205.1 206.1 207.1 208.1 209.1 210.1 211.1 212 213 214.1 215.1 216.2 217.1 218.1 219.2 220.2 221.1 222.1 223.2 224.1 225.1 226.1 226.9 229.1 230.2 231.1 232.2 233.1 234.1 235.1 236.2 237.2 238.1 239.1 240.1 241.1 243.1 244.2 245.1 246.1 247.2 249.2 250.2 251.2 252.2 253.1 254.2 255 257.1 258 259.1 260.1 261.1 262.1 263.2 264.2 265.2 266.2 267.2 268.2 269.1 271 273.1 274.2 275.2 276.2 277.2 278.2 279.2 280.2 281.2 282.2 283.2 289.1 290.1 291.2 293.2 294.2 295.2 296.2 297.2 298.1 304.2 305.3 307.2 308.2 309.2 310.2 311.2 312.2 313.2 314.2 381.2 382.3 383.3,801 904 16464 11803 100488 6973 20848 1114 830 3127 6011 2474 4339 622 4611 1065 4841 6802 27920 5627 16072 2225 7527 2985 5588 3032 3265 1352 4479 3135 4660 15902 1095680 108784 315264 36552 22968 2708 4408 1964 5732 1899 8171 1937 15949 2238 10367 25544 33048 15092 34504 7088 7205 7248 6019 2398 17152 4380 15134 2410 27304 57520 34040 6009 21584 3104 7162 1986 7691 3997 4944 1136 2865 4063 117736 30024 46760 35440 22688 4462 13927 2586 6257 20368 30952 13358 13221 47512 14321 57216 20416 89488 13914 66712 8884 6019 419008 24048 27736 29552 11930 72248 23008 343104 63184 65736 10914 20336 2649 1667 295 2958 913 8677 3200 61192 13015 94528 15436 11586 11088 8410 11231 13574 2414 1972 4669 7573 3925 58104 19760 145984 34456 34832 6947 50904 47720 16752 3540 2728 2510 115448 25560 29504 11528 31880 60520 65112 33640 30136 5921 6136 912 718 382 3708 1459 18320 1604608 296512 102616 18136 30576 5553 19080 3958 1931 419 335 893 3700 15568 73152 27640 959360 194240 64016 9135 62608 14176 6972 1016 417 1640 930 22680 7431 335872 78904 34504 20328 7312 2173 1813 458 393 772 289 4803 2336 23504 1353728 327552 129696 19992 3607 599 196 881 267 15105 4166 2969 1907 11039 11670 18568 5143 4734 899 323 165 6368 1892 34488 9235 59400 15119 6760 13440 3708 1368 286 1651 995 10182 2583552 673536 263872 44880 7726 740 296 1102 281472 2340352 654272 247680 43544 7731 878 155 998 550 245 ,-0.00026,4.57482,0.9945,0.9931
81,Organic Acid,,m-Hydroxyhippuric acid,,,,31.85,2159.29,41 42.1 43.1 44.1 45.1 46.1 47.1 48 49 50.1 51.1 52.1 53 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64.1 65.1 66.1 67 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93.1 94.1 95.1 96.1 97.1 98 99.1 100.1 101 102.1 103.1 104.1 105.1 106.1 107.1 108.1 109.1 110 111.1 112.1 112.8 114.1 115.1 116.1 117.1 118.1 119.1 120 121.1 122.1 123.1 124.1 126.1 127.8 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137.1 138.1 139.1 140.6 143 144.1 145.1 146.1 147.1 148.1 149.1 150.1 151.1 152.1 153.2 154.6 157 158 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.1 169 170.1 171.1 172 173 174.1 175.1 176.1 177.1 178.1 179.1 180.1 181.1 182 183 183.9 185.1 186 187 188.1 189.1 190.1 191.1 192.2 193.1 194.1 195.1 196.1 197.1 198.2 199 200.1 201.1 202.1 203.2 204.1 205.2 206.1 207.1 208.1 209.1 210.1 211.1 212 213.1 214.1 215.1 216.1 217.1 218.1 219.1 220.1 221.1 222.2 223.2 224.1 225.1 226.1 227.1 228.1 229.2 230.1 231 232 233.1 234.1 235.1 236.1 237.1 238.2 239.2 240.1 241.1 242.1 243 244 245.1 246.1 247.1 248.1 249.1 250.1 251.1 252.1 253.1 254.2 255.2 257.2 259.2 260 261.1 262.2 263.1 264.2 265.2 266.2 267.1 268.1 269.2 270.1 271.2 272.1 274.1 275.1 276.1 277.2 278.2 279.2 280.2 281.2 282.2 283.2 284.2 285.2 290.1 291.2 292.2 293.3 294.2 295.2 296.2 297.2 298.2 299.2 300.1 302.1 304.1 305.2 306.1 307.2 308.1 309.1 310.2 311.3 320.2 321.2 322.2 323.2 324.2 325.2 326.2 327.2 328.2 329.2 338.2 339.2 340.2 341.2 342.2 343.2 344.2 366.1 368.2 396.2 397.1 398.2 410.2 411.2 412.3 413.3 414.3 415.2,914 2157 20208 16111 76056 5456 19048 1092 852 4296 2717 1057 3106 988 4991 3857 5300 9868 26448 6116 19216 2292 5760 5307 6553 1993 5241 1939 4496 3990 4923 22720 993344 95192 261056 38328 25648 4057 5557 1904 7185 5589 5792 2546 6488 6630 6968 7865 39576 11431 150336 35896 12125 1858 17464 4244 6138 1906 2782 6664 6137 24448 13949 10552 26272 5404 11418 1905 8735 1639 6949 4688 1165 865 3499 26272 20768 8403 19936 20880 31320 6496 5940 1752 89416 1221 1709 11561 12136 7563 27544 8749 165888 23536 16624 2001 3224 11400 1252 1143 6230 4857 65176 23240 216576 76056 44528 7426 2936 58208 766 1249 1805 8257 11724 9243 61384 23296 215744 38120 12776 1807 798 441 437 875 901 3694 3937 32688 147648 38088 35064 7680 6350 1070 785 291 369 1815 713 8354 3410 18480 82544 66040 2489856 419776 133056 14850 1906 367 283 385 377 2926 2284 20464 18976 206400 47880 14735 9989 2044 1652 395 244 172 410 14963 3381 4719 4539 18128 33856 29176 70392 16220 7962 1703 561 185 164 1462 652 1063 3864 177472 35184 18904 9841 6840 2221 731 281 150 211 184 198 348 788 3564 110888 26024 32888 7412 3399 799 281 199 317 390 317 1670 1492 11243 59040 22744 16007 4208 1191 355 170 186 271 233 2582 1835 128664 34024 73976 20808 8286 1910 379 154 7830 2811 29008 19504 3482624 1004800 395648 70024 12376 1471 267 154 274 204 1055 338 2257 635 663 190 305 2041 3263 2850 540224 139840 56832 10109 1689 221 2970 645312 175744 70792 12130 2318 259 221 465 671 262 190 535 590 1509 537 270 163 ,-0.06424,3.97108,0.9962,0.995
63,Organic Acid,,m-Hydroxyphenylacetic acid,,,,22.875,1619.03,40.1 41.1 42.2 43.1 44.1 45.1 46.1 47.1 48.1 49 50 51.1 52.1 53.1 54.1 55.1 56 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64.1 65.1 66.1 67.1 68.1 69.1 70.1 71.1 72.2 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81.1 82.1 83.1 84.1 85 86 87.1 88.1 89.1 90.1 91.1 92.1 93.1 94.1 95.1 96 97.1 98.1 99.1 100 101 102.1 103.1 104.1 105.1 106.1 107.1 108.1 109.1 110.1 111.1 111.9 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120.1 121.1 122.1 123.1 124 125 126.1 127 128.1 129.1 130.1 131.1 132.2 133.1 135.1 136.1 137.1 138.1 139.1 140.6 142 143.1 144.1 145.1 146.2 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154.1 155.1 156 157.1 158.1 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.1 169 170.1 171.1 172 173.1 174 175.1 176.1 177.1 178.1 179.1 180.1 181.1 182.1 183 184.1 185 187 188.1 189.1 190.2 191.1 192.1 193.1 194.1 195.1 196.1 197.1 198.1 201 201.9 203.1 204.1 205.1 206.1 207.1 208.1 209.1 210.1 211.1 212.1 213 215.1 216.2 217.1 218.1 219.1 220.1 221.1 222.1 223.1 224.1 225.1 226.1 227.1 228.2 229 231.2 232.2 233.1 234.1 235.1 236.2 237.2 238.2 239.2 240.2 241.1 242 245.1 247.1 248.1 249.1 250.1 251.2 252.2 253.2 254.2 255.2 256.2 257.1 262.1 263.2 265.1 266.1 267.2 268.1 269.2 278.2 279.1 281.2 282.2 283.2 284.2 285.1 286.2 293.2 295.2 296.2 297.2 298.2 299.2 300.2 301.2 355.3 368.2 369.2 370.3 371.2 372.2 443.3 460.3 461.4,1098 1236 1624 30672 23232 154304 10294 38592 1850 1230 1627 6653 3113 3749 891 6040 1692 8649 22472 42768 10035 44904 5159 15157 6037 5817 2110 5905 7919 5127 6017 7861 57928 3720192 340480 763584 52224 55888 21504 18720 2018 4489 13342 10213 1518 8262 1352 5950 4941 109008 73120 40496 3875 6320 960 11085 3474 3970 1274 7854 941 4552 8378 46168 25848 213504 20760 18432 2784 9753 1955 3642 624 1401 474 17904 8191 76984 17672 32272 5422 31208 4620 7703 1078 2657 1558 987 1048 3847 1896 42632 10515 326720 97112 13670 19848 2477 1083 2359 425 4555 1330 20352 11529 1462272 246080 448192 59576 32448 3662 1470 304 481 224 1871 529 7448 2287 87648 19856 145600 2109440 350976 98960 11387 963 596 164 879 278 1328 626 14309 5943 135360 28144 176704 59008 21424 3744 1226 326 394 588 651 4544 4047 216512 40136 58136 10809 21584 4055 2094 403 358 205 1917 1315 7522 33688 35456 14317 66240 12713 7203 1175 288 165 151 1442 581 9229 2823 32144 7684 18344 4634 32592 6812 2633 371 181 416 184 4815 1720 14568 12448 151168 34080 14690 2478 547 153 165 2446 684 11836 3074 10256 773696 201856 76064 12640 2035 194 205 863 76288 18376 12147 2338 645 304 3045 1670144 409280 163776 26616 4623 546 410 13194 1791488 460864 184064 30760 5359 613 154 384 3744 1301 691 190 285 252 158 ,0.0228,4.33765,0.9899,0.9873
103,Saliva,NA,Malic acid,NA,Malic acid,NA,,1470,43 44 45 46.9 55 58 59 73 74 75 84.9 86.8 98.85 100.95 102.05 103.05 114.85 116.05 116.95 118.95 128.95 130.95 132.95 133.85 135 143 147 148 149 150.9 171 174.9 176 177 189.15 190.05 191.05 192.05 203.05 204.85 217.05 218.95 220.95 233 234.1 235.1 245 246 247.1 265 305.25 306.05 307.05 319.05 335.1 336.1,8790 5541 26784 5785 12334 3507 8715 103248 8931 15383 744 520 985 8307 749 1383 1139 648 2318 934 995 2721 11267 1270 771 1010 30568 4916 3417 566 1715 5028 771 2820 3373 3677 3021 628 654 539 2205 523 905 5939 1503 562 4533 842 969 1184 553 650 1109 703 1741 612 ,,,,
42,Organic Acid,,Malonic acid,,,,13.845,1216.28,41.1 42.1 43.1 44.1 45.1 46.1 47 48 49.1 50.1 51.1 52.1 53 54 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62 63 64.1 66.1 69 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79 79.9 80.9 83 84.1 85.1 86.1 87.1 88 89 90.1 91 92 93 93.9 95 96 97.1 98 99.1 100.1 101.1 102 103 104 105 106 107 109.1 113 114.1 115 116.1 117.1 118.1 119 120 121 127 128.2 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136 137 141.1 142.2 143.1 144.1 145 147.1 148.1 149.1 150.1 151.1 152.1 153 157.1 158 159.1 160.1 161 162.1 163.1 164.2 165 171.1 172.1 173.1 174 175.1 176 177 186 188.2 189.1 190.1 191.1 192.1 193 203.1 204.1 205.1 206.1 207.1 208.2 209 215.2 217.1 218 219.1 219.9 221.2 222.1 223 231.1 233.1 234.1 235.1 236.1 237.1 248.1 249.1 250.1 251.2 252 261.1 281 284 299.1 321.2 395.2 396.1 397.1,2271 9453 50120 31472 124576 8751 39736 1931 1558 251 2158 7654 2592 735 6662 2717 10101 20536 44120 10402 25368 1760 1126 291 227648 14837 8306 8881 77856 1032320 100024 275968 19600 12176 986 2686 490 195 695 886 2866 1079 23208 8573 5314 1222 1968 304 643 188 283 217 190 1215 41960 5475 21016 4949 12178 2611 8445 1198 913 50008 3165 1335 23784 14529 32728 4757 8673 1313 551 185 248 1750 1482 86640 14307 117496 15902 9696 896 320 176 730 62600 6808 5290 4002816 673280 365824 36816 9602 759 155 1681 2909 5926 1127 831 4838 2174 548 354 633 451 12871 2225 1546 280 245 185 453 21128 4252 5612 1020 620 520 9663 2111 1543 1343 267 197 185 22176 3781 1866 276 822 225 174 330 320000 61872 29288 3843 723 51128 11389 4810 740 175 169 307 251 251 217 735 266 169 ,0.01327,1.18291,0.9868,0.9835
6,Serum,NA,Malonic acid-2TMS,NA,Malonic acid-2TMS,NA,NA,1134,42.05 43.05 44.05 45.05 46.05 47.05 58.05 59.05 61.05 66.05 68.95 72.05 73.05 74.05 75.05 82.9 84.1 85 86 87 88.1 89 90 91 96.9 99 100 101 102 103 104 105 106 107 109 113 115 116 117 118 119 120 129.05 131.05 132.15 133.05 134.05 135.05 142.95 143.95 144.95 147.05 148.05 149.05 150.05 151.05 156.95 158.05 158.95 162.05 173 174.1 189 191 204 216.95 233.05 234.05 235.05 248.05 249.05 250.05,24048 77888 31520 181504 12553 68520 18384 35920 22584 20744 13715 27168 304448 33568 168576 400 278 2278 619 3913 5195 2966 441 597 170 28992 3339 11981 2720 4289 964 2242 373 417 1270 754 5345 3077 5303 817 1319 264 214 10344 1493 17744 2293 1271 6021 643 642 328640 53328 29584 3164 908 239 274 546 383 958 184 621 168 388 749 8995 1753 811 1265 323 170 ,NA,NA,,
51,Organic Acid,,Methylmaleic acid (citraconic acid),,,,17.528,1364.09,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49 50 51 52.1 53.1 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62 63.1 64 65.2 66.1 67.1 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79 80 81.1 82.1 83.1 84.1 85.1 86.1 87 88 89.1 89.9 91.1 92 93.1 94.1 95 96.1 97.1 98.1 99.1 100.1 101.1 102 103 104 105 106 107 108 109 110.1 111.1 112.1 113.1 114.1 115 116 117.1 118 119.1 120 122.1 125.1 126.1 127.1 128 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136 137 138.1 139.1 140.1 141.1 142.1 143.1 144.1 145.1 147.1 148.1 149.1 150.1 151.1 152 153 154 155.1 156.1 157.1 158.1 159.1 160.1 161.1 162.1 163.2 164.2 165.1 167 169.1 170.1 171.1 172.1 173.1 174 175.1 176 177 178.2 179.1 181 182.1 184.1 185.1 186.1 187.1 188.1 189.1 190 191.2 192 193 194.1 197.1 198.1 199.1 200.1 201.1 202.1 203.1 204.1 205 207.1 208 209.1 211.2 212 213.1 214.2 215.1 216.1 217.1 218.1 219.1 220.1 221.1 222 223.1 227 228.2 229.2 230.2 231.1 232.1 233.1 234.1 235.1 241 243.1 244 245.1 246 247 248.9 253 254 256.2 257.2 258.2 259.2 260.2 261.1 262.2 263.1 264 265.1 267 273.1 274.2 275.1 276.1 277 281.1 292.2 293.2 294.1 295 299 314.1 321.2 333 338.1 339.2 340.2 341.2 347.2 348.3 421.3 422.3 423.2,22552 6125 3545 36976 33960 194688 13179 42072 1848 1450 548 6292 12895 8553 7428 11096 3473 14671 24000 51200 10020 22608 1564 1348 950 3051 100904 52560 41936 20720 10153 15159 68480 1607680 145280 290496 19728 13751 4653 3072 796 5357 30136 44272 6100 10599 3765 6881 1362 5824 602 1744 979 1773 17328 6927 7239 99280 43888 32376 6374 6039 4247 15503 2819 9576 1105 2255 2279 1149 705 4662 74592 20040 5185 24776 5764 46592 6873 14629 2151 185920 12014 2141 22104 4045 5039 2062 79296 19952 200512 28024 20072 2017 777 338 1551 84000 35512 21384 13477 2758 5104 5865472 1062400 570432 58048 15459 1247 601 304 5759 58832 232000 32288 16608 2026 1655 1148 14021 2369 490 247 24696 7496 20288 4090 9202 1648 1829 1274 1525 3535 690 288 283 486272 148672 35312 9012 1471 1210 510 1345 382 442 185 1068 400 4528 1006 3006 1016 1514 596 432 1074 267 372 258 205 6126 1956 42776 9029 6598 1396 405 965 1150 364 249 312 2104 163904 36976 28728 6481 2053 339 194 208 3225 1008 745 465 225 187 301 164 90976 22680 14029 1295872 281408 124144 17808 3511 355 190 179 905 8121 2421 816 190 503 1923 654 439 212 582 175 170 252 1544 457 296 183 1078 341 564 241 152 ,0.00512,2.0389,0.9817,0.9771
